=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.12.06 01:43:46 =~=~=~=~=~=~=~=~=~=~=~=,
501.99,-19.84
501.99,-20.59
501.99,-19.62
501.99,-18.76
502,-19.84
502,-19.84
502,-20.48
502,-19.51
502,-19.3
502,-19.51
502,-20.27
502,-19.62
502,-17.46
502,-18.76
502.01,-19.73
502.01,-19.4
502.01,-19.73
502.01,-20.16
502.01,-19.19
502.01,-20.16
502.01,-19.51
502.01,-20.59
502.01,-20.16
502.01,-19.73
502.02,-19.62
502.02,-20.16
502.02,-20.59
502.03,-18.97
502.03,-18.22
502.03,-19.84
502.03,-19.84
502.03,-19.84
502.03,-20.27
502.03,-19.73
502.04,-19.4
502.04,-19.84
502.04,-19.84
502.04,-19.94
502.04,-19.19
502.04,-20.05
502.04,-18.86
502.04,-19.19
502.04,-20.16
502.04,-19.94
502.05,-19.73
502.05,-18.65
502.05,-20.81
502.05,-19.73
502.05,-18.65
502.05,-19.08
502.05,-17.79
502.05,-19.73
502.05,-19.94
502.05,-19.73
502.05,-19.51
502.06,-19.4
502.06,-19.84
502.06,-19.73
502.06,-19.62
502.07,-19.84
502.07,-18.11
502.07,-19.19
502.07,-19.73
502.07,-19.84
502.07,-19.94
502.08,-19.84
502.08,-19.19
502.08,-19.73
502.08,-19.73
502.08,-19.73
502.08,-19.94
502.08,-19.94
502.08,-19.19
502.08,-18.33
502.08,-19.19
502.09,-18.54
502.09,-19.94
502.09,-20.27
502.09,-19.19
502.09,-19.73
502.09,-19.4
502.09,-20.48
502.09,-20.7
502.09,-19.73
502.09,-19.19
502.1,-19.73
502.1,-20.48
502.11,-18.65
502.11,-19.84
502.11,-20.16
502.11,-19.51
502.11,-17.79
502.11,-19.94
502.11,-20.37
502.11,-19.62
502.12,-20.16
502.12,-20.16
502.12,-20.27
502.12,-19.19
502.12,-19.19
502.12,-20.37
502.12,-20.59
502.12,-20.27
502.12,-20.16
502.12,-20.37
502.13,-20.37
502.13,-19.62
502.13,-20.27
502.13,-19.84
502.13,-19.84
502.13,-20.27
502.13,-20.37
502.13,-20.27
502.13,-19.19
502.13,-19.84
502.14,-19.94
502.14,-19.19
502.14,-19.84
502.14,-20.37
502.14,-18.11
502.14,-19.62
502.14,-20.48
502.15,-20.37
502.15,-20.27
502.15,-18
502.15,-19.84
502.16,-17.68
502.16,-19.62
502.16,-19.51
502.16,-20.37
502.16,-20.27
502.16,-17.57
502.16,-19.73
502.16,-19.94
502.16,-19.08
502.16,-20.16
502.17,-19.84
502.17,-20.48
502.17,-17.89
502.17,-19.84
502.17,-19.84
502.17,-20.16
502.17,-20.27
502.17,-18.43
502.17,-19.84
502.17,-19.73
502.18,-19.73
502.18,-20.81
502.18,-19.73
502.18,-20.48
502.18,-19.19
502.18,-19.19
502.18,-19.62
502.18,-20.37
502.19,-19.84
502.19,-19.4
502.2,-19.19
502.2,-20.16
502.2,-20.16
502.2,-19.73
502.2,-19.3
502.2,-17.46
502.2,-19.73
502.2,-17.57
502.2,-17.46
502.2,-19.73
502.21,-20.59
502.21,-19.84
502.21,-18.65
502.21,-20.81
502.21,-19.51
502.21,-20.16
502.21,-18.43
502.21,-20.37
502.21,-19.62
502.21,-19.94
502.22,-19.73
502.22,-19.94
502.22,-19.62
502.22,-19.19
502.22,-20.05
502.22,-19.73
502.23,-20.16
502.23,-19.73
502.23,-19.19
502.23,-18.86
502.24,-18
502.24,-18.97
502.24,-19.94
502.24,-19.94
502.24,-19.51
502.24,-19.08
502.24,-19.84
502.24,-19.84
502.24,-20.05
502.24,-18.65
502.24,-19.08
502.25,-19.51
502.25,-19.08
502.25,-19.84
502.25,-19.84
502.25,-20.27
502.25,-18.65
502.25,-19.84
502.25,-20.37
502.25,-20.27
502.25,-20.16
502.26,-20.27
502.26,-19.84
502.26,-19.94
502.26,-20.16
502.26,-17.57
502.26,-18.65
502.26,-19.4
502.26,-17.46
502.26,-19.3
502.26,-18.86
502.28,-20.05
502.28,-20.7
502.28,-19.08
502.28,-19.19
502.28,-19.62
502.28,-19.51
502.28,-20.7
502.28,-19.84
502.28,-19.94
502.28,-19.51
502.29,-20.59
502.29,-19.08
502.29,-20.27
502.29,-20.16
502.29,-19.3
502.29,-18
502.29,-20.27
502.29,-19.94
502.29,-19.73
502.29,-19.94
502.3,-19.84
502.3,-19.51
502.3,-19.19
502.3,-17.68
502.3,-19.19
502.3,-19.51
502.3,-19.94
502.3,-20.27
502.31,-20.16
502.31,-19.84
502.31,-18.54
502.32,-19.62
502.32,-20.16
502.32,-21.02
502.32,-20.48
502.32,-20.81
502.32,-17.46
502.32,-19.08
502.32,-19.73
502.32,-20.27
502.33,-19.51
502.33,-19.84
502.33,-20.27
502.33,-19.3
502.33,-20.05
502.33,-20.37
502.33,-17.36
502.33,-19.73
502.33,-19.62
502.33,-19.73
502.33,-20.16
502.34,-19.3
502.34,-19.3
502.34,-20.16
502.34,-20.59
502.34,-19.19
502.34,-17.57
502.34,-19.4
502.34,-19.3
502.34,-20.27
502.35,-19.73
502.36,-19.94
502.36,-18.22
502.36,-20.05
502.36,-19.73
502.36,-19.19
502.36,-19.73
502.36,-19.51
502.36,-17.68
502.36,-19.19
502.36,-20.27
502.37,-19.19
502.37,-19.51
502.37,-19.51
502.37,-19.84
502.37,-19.51
502.37,-18.65
502.37,-19.94
502.37,-18.43
502.37,-20.16
502.37,-19.51
502.38,-20.27
502.38,-20.27
502.38,-19.94
502.38,-19.19
502.38,-20.05
502.38,-18
502.38,-18.86
502.38,-19.73
502.38,-19.73
502.38,-20.59
502.39,-19.08
502.39,-19.51
502.39,-19.84
502.39,-19.19
502.4,-19.73
502.4,-19.94
502.4,-20.37
502.4,-19.3
502.4,-18.97
502.4,-19.08
502.41,-20.81
502.41,-19.62
502.41,-20.16
502.41,-19.19
502.41,-17.89
502.41,-19.62
502.41,-20.7
502.41,-19.73
502.41,-19.4
502.41,-19.19
502.42,-19.62
502.42,-20.7
502.42,-19.3
502.42,-19.94
502.42,-17.46
502.42,-20.59
502.42,-19.3
502.42,-19.62
502.42,-20.37
502.42,-19.94
502.42,-19.73
502.43,-19.4
502.43,-19.73
502.43,-19.4
502.43,-19.73
502.44,-19.19
502.44,-18.97
502.44,-20.16
502.44,-19.73
502.44,-20.59
502.44,-19.62
502.45,-19.08
502.45,-19.3
502.45,-20.27
502.45,-20.27
502.45,-19.51
502.45,-19.73
502.45,-20.37
502.45,-18.86
502.45,-19.94
502.45,-20.37
502.46,-19.51
502.46,-19.84
502.46,-19.3
502.46,-19.84
502.46,-19.4
502.46,-19.19
502.46,-20.16
502.46,-19.62
502.46,-19.19
502.46,-19.84
502.47,-20.16
502.47,-19.73
502.47,-19.4
502.48,-17.89
502.48,-18.54
502.48,-19.3
502.48,-18.97
502.48,-18.97
502.48,-19.51
502.48,-16.92
502.49,-20.27
502.49,-18.76
502.49,-19.73
502.49,-19.19
502.49,-19.84
502.49,-20.27
502.49,-19.08
502.49,-20.27
502.49,-19.51
502.49,-17.79
502.5,-19.51
502.5,-19.94
502.5,-19.19
502.5,-19.94
502.5,-19.51
502.5,-19.62
502.5,-19.73
502.5,-19.51
502.5,-20.16
502.5,-20.37
502.51,-17.68
502.51,-19.73
502.51,-20.05
502.51,-20.27
502.51,-19.19
502.51,-19.84
502.51,-19.3
502.51,-18.76
502.52,-19.73
502.52,-20.05
502.52,-17.46
502.53,-20.81
502.53,-19.4
502.53,-18.65
502.53,-19.94
502.53,-19.84
502.53,-20.05
502.53,-20.16
502.53,-17.68
502.53,-20.16
502.53,-18.11
502.54,-20.16
502.54,-19.84
502.54,-20.37
502.54,-20.91
502.54,-20.37
502.54,-19.73
502.54,-19.51
502.54,-19.51
502.54,-20.48
502.54,-17.46
502.55,-19.84
502.55,-17.79
502.55,-19.51
502.55,-19.84
502.55,-19.84
502.56,-19.62
502.56,-20.16
502.56,-19.73
502.56,-19.62
502.56,-19.51
502.57,-19.51
502.57,-18.86
502.57,-19.4
502.57,-19.51
502.57,-19.51
502.57,-17.89
502.57,-19.94
502.57,-20.37
502.57,-19.4
502.57,-18.86
502.58,-19.3
502.58,-19.3
502.58,-19.08
502.58,-19.84
502.58,-19.73
502.58,-19.73
502.58,-20.27
502.58,-18.97
502.58,-18.43
502.58,-19.62
502.59,-20.27
502.59,-20.27
502.59,-18.86
502.59,-18
502.59,-19.4
502.59,-19.51
502.59,-20.91
502.6,-20.27
502.6,-20.16
502.6,-19.4
502.61,-20.37
502.61,-17.68
502.61,-20.05
502.61,-19.73
502.61,-20.16
502.61,-19.62
502.61,-19.4
502.61,-19.73
502.61,-19.84
502.61,-19.84
502.61,-19.19
502.62,-19.84
502.62,-19.73
502.62,-19.08
502.62,-19.62
502.62,-19.3
502.62,-19.3
502.62,-19.62
502.62,-20.16
502.62,-19.94
502.62,-17.89
502.63,-20.16
502.63,-19.94
502.63,-19.84
502.63,-20.16
502.63,-19.4
502.63,-19.19
502.63,-19.94
502.63,-19.3
502.63,-19.84
502.63,-20.16
502.65,-18.54
502.65,-19.3
502.65,-19.51
502.65,-19.94
502.65,-20.16
502.65,-19.51
502.65,-20.27
502.65,-19.4
502.65,-18.54
502.65,-19.84
502.66,-20.27
502.66,-19.51
502.66,-19.73
502.66,-18
502.66,-19.19
502.66,-19.51
502.66,-19.94
502.66,-19.73
502.66,-20.16
502.66,-20.16
502.67,-19.84
502.67,-19.94
502.67,-19.73
502.67,-17.46
502.67,-19.3
502.67,-19.4
502.67,-19.73
502.67,-18.76
502.67,-19.62
502.68,-20.37
502.68,-20.05
502.68,-19.51
502.69,-17.79
502.69,-18.97
502.69,-19.51
502.69,-20.27
502.69,-20.37
502.69,-19.19
502.69,-19.73
502.69,-17.68
502.7,-20.91
502.7,-19.94
502.7,-19.51
502.7,-19.3
502.7,-18.76
502.7,-19.19
502.7,-19.73
502.7,-17.79
502.7,-19.73
502.7,-19.51
502.7,-18.43
502.71,-20.81
502.71,-19.19
502.71,-19.4
502.71,-19.62
502.71,-19.84
502.71,-19.19
502.71,-19.19
502.71,-19.73
502.71,-20.27
502.71,-20.37
502.73,-19.73
502.73,-19.94
502.73,-19.51
502.73,-19.19
502.73,-19.3
502.73,-20.27
502.73,-19.51
502.73,-19.51
502.73,-19.84
502.73,-19.51
502.74,-20.16
502.74,-20.16
502.74,-20.48
502.74,-19.73
502.74,-19.94
502.74,-20.48
502.74,-19.73
502.74,-18
502.74,-17.36
502.74,-20.37
502.75,-19.51
502.75,-19.62
502.75,-20.05
502.75,-20.05
502.75,-19.19
502.75,-20.16
502.75,-19.51
502.75,-19.73
502.75,-17.68
502.75,-19.08
502.76,-18.54
502.76,-19.84
502.76,-19.73
502.76,-20.16
502.77,-19.19
502.77,-19.08
502.77,-19.4
502.77,-20.27
502.77,-20.16
502.77,-19.84
502.78,-19.51
502.78,-19.62
502.78,-18.54
502.78,-19.19
502.78,-19.73
502.78,-19.84
502.78,-19.94
502.78,-20.37
502.78,-19.84
502.78,-19.4
502.79,-19.84
502.79,-19.3
502.79,-19.51
502.79,-19.84
502.79,-19.51
502.79,-18
502.79,-19.51
502.79,-19.51
502.79,-20.27
502.79,-19.73
502.79,-18.76
502.8,-19.84
502.8,-19.51
502.81,-18.97
502.81,-18.43
502.81,-19.62
502.81,-20.16
502.81,-19.73
502.81,-19.84
502.81,-20.16
502.81,-20.48
502.82,-19.4
502.82,-19.84
502.82,-19.73
502.82,-20.16
502.82,-17.68
502.82,-19.62
502.82,-19.73
502.82,-20.48
502.82,-18.97
502.82,-19.51
502.83,-20.37
502.83,-20.16
502.83,-18.86
502.83,-20.48
502.83,-20.27
502.83,-19.51
502.83,-19.4
502.83,-19.4
502.83,-20.27
502.83,-19.73
502.84,-19.94
502.84,-19.62
502.84,-17.68
502.85,-19.4
502.85,-19.51
502.85,-19.3
502.85,-19.62
502.85,-18.86
502.85,-18.54
502.85,-19.51
502.86,-20.27
502.86,-19.73
502.86,-19.51
502.86,-19.62
502.86,-19.08
502.86,-19.94
502.86,-19.4
502.86,-19.4
502.86,-19.73
502.86,-20.16
502.87,-19.84
502.87,-20.7
502.87,-20.16
502.87,-19.19
502.87,-19.84
502.87,-19.3
502.87,-19.19
502.87,-19.94
502.87,-19.84
502.87,-19.94
502.88,-19.73
502.88,-19.94
502.88,-20.16
502.88,-18.43
502.88,-19.73
502.88,-19.94
502.88,-20.59
502.88,-19.19
502.89,-19.62
502.89,-19.51
502.89,-19.4
502.9,-19.51
502.9,-18.76
502.9,-20.81
502.9,-19.62
502.9,-19.51
502.9,-20.16
502.9,-20.37
502.9,-19.19
502.9,-20.16
502.9,-20.16
502.91,-20.48
502.91,-20.16
502.91,-19.94
502.91,-18.97
502.91,-19.94
502.91,-20.27
502.91,-19.73
502.91,-19.84
502.91,-18.54
502.91,-19.84
502.92,-18.22
502.92,-19.62
502.92,-19.51
502.92,-19.84
502.92,-18.54
502.92,-18.86
502.93,-20.7
502.93,-19.08
502.93,-20.37
502.93,-19.19
502.94,-19.51
502.94,-19.84
502.94,-20.37
502.94,-20.27
502.94,-18.65
502.94,-19.84
502.94,-20.37
502.94,-19.73
502.94,-19.94
502.94,-18.65
502.95,-18.86
502.95,-19.4
502.95,-20.16
502.95,-19.73
502.95,-19.73
502.95,-19.3
502.95,-20.16
502.95,-20.37
502.95,-20.27
502.95,-19.3
502.96,-20.27
502.96,-18.43
502.96,-20.37
502.96,-19.3
502.96,-19.84
502.96,-20.27
502.96,-18.22
502.96,-19.73
502.96,-19.84
502.96,-19.84
502.98,-18.86
502.98,-19.62
502.98,-19.84
502.98,-20.27
502.98,-19.84
502.98,-19.94
502.98,-19.84
502.98,-20.37
502.98,-19.94
502.98,-20.05
502.98,-20.37
502.99,-19.94
502.99,-20.16
502.99,-20.16
502.99,-17.46
502.99,-19.3
502.99,-19.08
502.99,-20.37
502.99,-20.16
502.99,-19.94
502.99,-20.37
503,-20.16
503,-20.16
503,-19.19
503,-17.57
503,-18.86
503,-20.91
503,-19.73
503,-20.27
503,-19.94
503,-20.37
503.01,-20.48
503.02,-19.84
503.02,-19.08
503.02,-19.84
503.02,-18
503.02,-18
503.02,-19.19
503.02,-19.4
503.02,-19.84
503.02,-19.84
503.03,-19.84
503.03,-19.84
503.03,-19.84
503.03,-19.08
503.03,-18.54
503.03,-17.57
503.03,-18.65
503.03,-20.48
503.03,-19.19
503.03,-19.94
503.04,-19.4
503.04,-20.16
503.04,-19.84
503.04,-18.86
503.04,-18.97
503.04,-19.51
503.04,-19.94
503.04,-19.62
503.04,-20.27
503.04,-19.94
503.06,-19.94
503.06,-20.81
503.06,-20.16
503.06,-19.51
503.06,-19.51
503.06,-17.46
503.06,-19.62
503.06,-19.51
503.06,-20.48
503.06,-19.94
503.07,-20.59
503.07,-19.73
503.07,-19.51
503.07,-19.73
503.07,-19.84
503.07,-19.73
503.07,-20.27
503.07,-17.68
503.07,-19.3
503.07,-19.51
503.07,-19.94
503.08,-19.94
503.08,-17.36
503.08,-17.79
503.08,-19.84
503.08,-19.73
503.08,-19.84
503.08,-19.08
503.08,-19.08
503.08,-19.62
503.08,-19.84
503.1,-19.08
503.1,-19.4
503.1,-19.73
503.1,-19.94
503.1,-19.3
503.1,-19.51
503.1,-19.73
503.1,-18.97
503.1,-18.11
503.1,-18.97
503.11,-19.62
503.11,-20.16
503.11,-19.51
503.11,-19.62
503.11,-18.86
503.11,-19.94
503.11,-20.16
503.11,-19.19
503.11,-20.16
503.11,-19.4
503.12,-18.22
503.12,-18.97
503.12,-19.51
503.12,-19.84
503.12,-19.73
503.12,-19.08
503.12,-20.16
503.12,-19.51
503.12,-18.43
503.12,-18.76
503.13,-18.65
503.13,-19.51
503.13,-19.51
503.13,-19.62
503.13,-19.73
503.14,-19.3
503.14,-19.19
503.14,-18.97
503.14,-19.73
503.14,-19.4
503.15,-19.62
503.15,-19.84
503.15,-19.62
503.15,-19.51
503.15,-19.94
503.15,-18.54
503.15,-18.11
503.15,-19.62
503.15,-20.16
503.15,-19.51
503.16,-20.37
503.16,-19.62
503.16,-19.62
503.16,-19.4
503.16,-19.4
503.16,-19.62
503.16,-20.37
503.16,-19.73
503.16,-19.51
503.16,-18.65
503.16,-19.51
503.17,-19.3
503.17,-19.94
503.18,-19.62
503.18,-18.86
503.18,-19.4
503.18,-19.62
503.18,-19.84
503.18,-19.73
503.18,-20.37
503.18,-20.16
503.19,-19.19
503.19,-19.84
503.19,-18.76
503.19,-19.08
503.19,-19.08
503.19,-20.16
503.19,-20.37
503.19,-20.16
503.19,-19.62
503.19,-19.19
503.2,-19.4
503.2,-19.51
503.2,-19.08
503.2,-20.27
503.2,-19.94
503.2,-20.37
503.2,-19.94
503.2,-19.4
503.2,-19.94
503.2,-18.65
503.21,-19.94
503.21,-19.51
503.21,-19.51
503.21,-17.46
503.21,-20.16
503.21,-19.51
503.21,-20.59
503.22,-19.84
503.22,-20.27
503.22,-19.73
503.23,-18.76
503.23,-19.62
503.23,-20.59
503.23,-19.4
503.23,-18.22
503.23,-18.22
503.23,-18.97
503.23,-20.16
503.23,-19.19
503.23,-19.51
503.24,-19.84
503.24,-19.94
503.24,-19.19
503.24,-19.19
503.24,-19.73
503.24,-20.27
503.24,-19.4
503.24,-19.94
503.24,-20.16
503.24,-19.73
503.25,-18.86
503.25,-20.16
503.25,-19.51
503.25,-19.4
503.25,-20.16
503.25,-17.46
503.25,-19.73
503.25,-20.16
503.25,-18.86
503.26,-20.16
503.26,-19.94
503.27,-18.76
503.27,-19.3
503.27,-19.19
503.27,-19.73
503.27,-19.84
503.27,-19.94
503.27,-18.22
503.27,-19.19
503.27,-19.73
503.27,-19.84
503.28,-19.19
503.28,-19.3
503.28,-19.51
503.28,-19.62
503.28,-19.4
503.28,-19.84
503.28,-19.73
503.28,-20.16
503.28,-19.73
503.28,-18.97
503.29,-19.94
503.29,-19.73
503.29,-19.94
503.29,-20.16
503.29,-19.73
503.29,-19.73
503.3,-19.62
503.3,-20.27
503.3,-19.73
503.3,-19.62
503.31,-19.3
503.31,-19.94
503.31,-19.73
503.31,-19.51
503.31,-20.16
503.31,-20.27
503.31,-19.3
503.31,-19.19
503.31,-19.08
503.31,-19.73
503.32,-19.4
503.32,-20.05
503.32,-18.97
503.32,-19.84
503.32,-19.4
503.32,-19.51
503.32,-19.84
503.32,-19.62
503.32,-19.73
503.32,-20.91
503.33,-19.84
503.33,-19.62
503.33,-19.08
503.33,-17.89
503.33,-19.19
503.33,-19.73
